# r z psiT2 psiL2
9.12011 0.69 2.94502e-16 4.09744e-16
9.69765 0.69 5.09603e-17 7.11976e-17
10.3118 0.69 7.92465e-18 1.11153e-17
10.9648 0.69 1.09998e-18 1.5486e-18
11.6591 0.69 1.35306e-19 1.91158e-19
12.3975 0.69 1.46367e-20 2.07469e-20
13.1826 0.69 1.38108e-21 1.96374e-21
14.0174 0.69 1.12689e-22 1.60704e-22
14.905 0.69 7.87827e-24 1.12662e-23
15.8489 0.69 4.6731e-25 6.7002e-25
16.8526 0.69 2.32744e-26 3.34529e-26
17.9198 0.69 9.62593e-28 1.38677e-27
19.0546 0.69 3.26722e-29 4.71729e-29
20.2613 0.69 8.98761e-31 1.30034e-30
21.5443 0.69 1.97723e-32 2.86625e-32
22.9087 0.69 3.42979e-34 4.98103e-34
24.3594 0.69 4.62097e-36 6.72257e-36
25.902 0.69 4.75885e-38 6.93442e-38
27.5423 0.69 3.68281e-40 5.37467e-40
29.2864 0.69 2.1033e-42 3.07399e-42
31.1411 0.69 8.69586e-45 1.27263e-44
33.1131 0.69 2.54989e-47 3.73651e-47
35.2101 0.69 5.1889e-50 7.6128e-50
37.4398 0.69 7.16022e-53 1.05169e-52
39.8107 0.69 6.53714e-56 9.61199e-56
42.3318 0.69 3.84678e-59 5.66186e-59
45.0125 0.69 1.41896e-62 2.09047e-62
47.863 0.69 3.1854e-66 4.69704e-66
50.894 0.69 4.21711e-70 6.22356e-70
54.117 0.69 3.18418e-74 4.70288e-74
57.544 0.69 1.32333e-78 1.95594e-78
61.1881 0.69 2.91474e-83 4.31115e-83
65.0629 0.69 3.26839e-88 4.8374e-88
69.1831 0.69 1.78772e-93 2.64756e-93
73.5642 0.69 4.55775e-99 6.75384e-99
78.2228 0.69 5.16053e-105 7.65126e-105
83.1764 0.69 2.46493e-111 3.65652e-111
88.4437 0.69 4.70267e-118 6.9794e-118
94.0445 0.69 3.38121e-125 5.02046e-125
100 0.69 8.61286e-133 1.2794e-132

1e-06 0.7 4.34566e+08 195083
1.06333e-06 0.7 3.84346e+08 172538
1.13066e-06 0.7 3.3993e+08 152599
1.20226e-06 0.7 3.00646e+08 134964
1.2784e-06 0.7 2.65903e+08 119367
1.35936e-06 0.7 2.35174e+08 105573
1.44544e-06 0.7 2.07996e+08 93372.6
1.53697e-06 0.7 1.8396e+08 82582.1
1.63431e-06 0.7 1.62701e+08 73038.7
1.7378e-06 0.7 1.43898e+08 64598.1
1.84785e-06 0.7 1.27269e+08 57132.9
1.96487e-06 0.7 1.12561e+08 50530.5
2.0893e-06 0.7 9.95534e+07 44691
2.2216e-06 0.7 8.80486e+07 39526.4
2.36229e-06 0.7 7.78734e+07 34958.6
2.51189e-06 0.7 6.88741e+07 30918.7
2.67096e-06 0.7 6.09148e+07 27345.7
2.8401e-06 0.7 5.38752e+07 24185.5
3.01995e-06 0.7 4.76492e+07 21390.6
3.21119e-06 0.7 4.21427e+07 18918.6
3.41455e-06 0.7 3.72726e+07 16732.3
3.63078e-06 0.7 3.29652e+07 14798.7
3.86071e-06 0.7 2.91556e+07 13088.5
4.10519e-06 0.7 2.57863e+07 11576
4.36516e-06 0.7 2.28064e+07 10238.3
4.64159e-06 0.7 2.01708e+07 9055.12
4.93552e-06 0.7 1.78398e+07 8008.7
5.24807e-06 0.7 1.57781e+07 7083.2
5.58042e-06 0.7 1.39548e+07 6264.66
5.93381e-06 0.7 1.23421e+07 5540.72
6.30957e-06 0.7 1.09158e+07 4900.43
6.70914e-06 0.7 9.65434e+06 4334.14
7.134e-06 0.7 8.53865e+06 3833.29
7.58578e-06 0.7 7.55189e+06 3390.32
8.06616e-06 0.7 6.67917e+06 2998.54
8.57696e-06 0.7 5.9073e+06 2652.04
9.12011e-06 0.7 5.22463e+06 2345.58
9.69765e-06 0.7 4.62086e+06 2074.53
1.03118e-05 0.7 4.08685e+06 1834.81
1.09648e-05 0.7 3.61456e+06 1622.79
1.16591e-05 0.7 3.19685e+06 1435.27
1.23975e-05 0.7 2.82741e+06 1269.42
1.31826e-05 0.7 2.50067e+06 1122.74
1.40174e-05 0.7 2.21168e+06 993.011
1.4905e-05 0.7 1.95609e+06 878.271
1.58489e-05 0.7 1.73004e+06 776.792
1.68526e-05 0.7 1.53011e+06 687.039
1.79198e-05 0.7 1.35328e+06 607.658
1.90546e-05 0.7 1.19689e+06 537.451
2.02613e-05 0.7 1.05858e+06 475.357
2.15443e-05 0.7 936244 420.438
2.29087e-05 0.7 828049 371.866
2.43594e-05 0.7 732357 328.907
2.5902e-05 0.7 647723 290.912
2.75423e-05 0.7 572870 257.308
2.92864e-05 0.7 506667 227.587
3.11411e-05 0.7 448115 201.3
3.31131e-05 0.7 396329 178.051
3.52101e-05 0.7 350528 157.489
3.74398e-05 0.7 310020 139.303
3.98107e-05 0.7 274193 123.218
4.23318e-05 0.7 242506 108.992
4.50125e-05 0.7 214481 96.4092
4.7863e-05 0.7 189695 85.2808
5.0894e-05 0.7 167773 75.4383
5.4117e-05 0.7 148385 66.733
5.7544e-05 0.7 131237 59.0335
6.11881e-05 0.7 116071 52.2237
6.50629e-05 0.7 102657 46.2006
6.91831e-05 0.7 90793.7 40.8735
7.35642e-05 0.7 80301.3 36.1618
7.82228e-05 0.7 71021.4 31.9944
8.31764e-05 0.7 62813.9 28.3085
8.84437e-05 0.7 55554.9 25.0483
9.40445e-05 0.7 49134.8 22.1648
0.0001 0.7 43456.6 19.6143
0.000106333 0.7 38434.6 17.3584
0.000113066 0.7 33993 15.3631
0.000120226 0.7 30064.6 13.5981
0.00012784 0.7 26590.2 12.037
0.000135936 0.7 23517.4 10.6562
0.000144544 0.7 20799.6 9.43474
0.000153697 0.7 18396 8.35431
0.000163431 0.7 16270.1 7.39858
0.00017378 0.7 14389.8 6.55316
0.000184785 0.7 12726.9 5.80528
0.000196487 0.7 11256.1 5.14368
0.00020893 0.7 9955.33 4.5584
0.00022216 0.7 8804.85 4.04061
0.000236229 0.7 7787.33 3.58251
0.000251189 0.7 6887.4 3.17721
0.000267096 0.7 6091.47 2.8186
0.00028401 0.7 5387.52 2.5013
0.000301995 0.7 4764.92 2.22053
0.000321119 0.7 4214.26 1.97206
0.000341455 0.7 3727.25 1.75217
0.000363078 0.7 3296.51 1.55756
0.000386071 0.7 2915.56 1.3853
0.000410519 0.7 2578.62 1.23282
0.000436516 0.7 2280.63 1.09783
0.000464159 0.7 2017.07 0.978302
0.000493552 0.7 1783.97 0.87246
0.000524807 0.7 1577.81 0.778721
0.000558042 0.7 1395.47 0.695687
0.000593381 0.7 1234.2 0.622123
0.000630957 0.7 1091.57 0.556934
0.000670914 0.7 965.427 0.499155
0.0007134 0.7 853.858 0.44793
0.000758578 0.7 755.183 0.402503
0.000806616 0.7 667.91 0.362205
0.000857696 0.7 590.724 0.326444
0.000912011 0.7 522.457 0.294698
0.000969765 0.7 462.079 0.266503
0.00103118 0.7 408.679 0.241451
0.00109648 0.7 361.45 0.219179
0.00116591 0.7 319.679 0.199367
0.00123975 0.7 282.735 0.181732
0.00131826 0.7 250.06 0.166023
0.00140174 0.7 221.162 0.15202
0.0014905 0.7 195.603 0.139525
0.00158489 0.7 172.998 0.128367
0.00168526 0.7 153.005 0.118391
0.00179198 0.7 135.322 0.109463
0.00190546 0.7 119.684 0.101461
0.00202613 0.7 105.852 0.0942814
0.00215443 0.7 93.6186 0.087829
0.00229087 0.7 82.7991 0.0820213
0.00243594 0.7 73.2299 0.0767848
0.0025902 0.7 64.7666 0.0720546
0.00275423 0.7 57.2814 0.0677736
0.00292864 0.7 50.6612 0.0638908
0.00311411 0.7 44.806 0.0603615
0.00331131 0.7 39.6275 0.0571459
0.00352101 0.7 35.0474 0.0542089
0.00374398 0.7 30.9966 0.0515195
0.00398107 0.7 27.414 0.0490503
0.00423318 0.7 24.2454 0.0467768
0.00450125 0.7 21.443 0.0446778
0.0047863 0.7 18.9644 0.0427341
0.0050894 0.7 16.7723 0.040929
0.0054117 0.7 14.8335 0.0392476
0.0057544 0.7 13.1188 0.0376767
0.00611881 0.7 11.6022 0.0362048
0.00650629 0.7 10.2609 0.0348216
0.00691831 0.7 9.07462 0.0335179
0.00735642 0.7 8.02543 0.0322858
0.00782228 0.7 7.09749 0.0311181
0.00831764 0.7 6.2768 0.0300085
0.00884437 0.7 5.55096 0.0289516
0.00940445 0.7 4.909 0.0279422
0.01 0.7 4.34124 0.0269762
0.0106333 0.7 3.8391 0.0260496
0.0113066 0.7 3.39499 0.0251591
0.0120226 0.7 3.00221 0.0243016
0.012784 0.7 2.65483 0.0234746
0.0135936 0.7 2.3476 0.0226755
0.0144544 0.7 2.07588 0.0219025
0.0153697 0.7 1.83557 0.0211535
0.0163431 0.7 1.62303 0.0204271
0.017378 0.7 1.43507 0.0197217
0.0184785 0.7 1.26883 0.019036
0.0196487 0.7 1.12181 0.0183691
0.020893 0.7 0.991785 0.0177199
0.022216 0.7 0.876794 0.0170874
0.0236229 0.7 0.775098 0.016471
0.0251189 0.7 0.685161 0.0158699
0.0267096 0.7 0.605624 0.0152835
0.028401 0.7 0.535285 0.0147114
0.0301995 0.7 0.473081 0.014153
0.0321119 0.7 0.418073 0.013608
0.0341455 0.7 0.369428 0.0130759
0.0363078 0.7 0.326411 0.0125565
0.0386071 0.7 0.288371 0.0120494
0.0410519 0.7 0.254735 0.0115545
0.0436516 0.7 0.224992 0.0110715
0.0464159 0.7 0.198693 0.0106001
0.0493552 0.7 0.175439 0.0101404
0.0524807 0.7 0.15488 0.00969201
0.0558042 0.7 0.136703 0.00925493
0.0593381 0.7 0.120633 0.00882901
0.0630957 0.7 0.106427 0.00841416
0.0670914 0.7 0.0938697 0.00801031
0.07134 0.7 0.08277 0.00761737
0.0758578 0.7 0.0729596 0.00723529
0.0806616 0.7 0.0642896 0.00686401
0.0857696 0.7 0.0566283 0.00650349
0.0912011 0.7 0.049859 0.00615369
0.0969765 0.7 0.0438787 0.00581456
0.103118 0.7 0.0385962 0.00548607
0.109648 0.7 0.0339309 0.00516821
0.116591 0.7 0.0298114 0.00486093
0.123975 0.7 0.0261747 0.00456421
0.131826 0.7 0.022965 0.00427802
0.140174 0.7 0.0201329 0.00400233
0.14905 0.7 0.0176349 0.00373711
0.158489 0.7 0.0154321 0.00348233
0.168526 0.7 0.0134906 0.00323794
0.179198 0.7 0.0117802 0.0030039
0.190546 0.7 0.010274 0.00278016
0.202613 0.7 0.00894847 0.00256665
0.215443 0.7 0.00778268 0.00236331
0.229087 0.7 0.00675813 0.00217006
0.243594 0.7 0.00585842 0.0019868
0.25902 0.7 0.00506908 0.00181343
0.275423 0.7 0.00437728 0.00164983
0.292864 0.7 0.00377165 0.00149587
0.311411 0.7 0.00324215 0.0013514
0.331131 0.7 0.00277988 0.00121624
0.352101 0.7 0.00237693 0.00109021
0.374398 0.7 0.00202633 0.000973107
0.398107 0.7 0.00172188 0.000864697
0.423318 0.7 0.00145809 0.000764734
0.450125 0.7 0.00123008 0.00067295
0.47863 0.7 0.00103353 0.000589055
0.50894 0.7 0.000864613 0.000512739
0.54117 0.7 0.000719915 0.000443674
0.57544 0.7 0.000596414 0.000381511
0.611881 0.7 0.000491425 0.000325887
0.650629 0.7 0.000402563 0.000276422
0.691831 0.7 0.000327711 0.000232725
0.735642 0.7 0.000264989 0.000194395
0.782228 0.7 0.000212733 0.000161026
0.831764 0.7 0.000169467 0.000132207
0.884437 0.7 0.000133886 0.000107531
0.940445 0.7 0.000104842 8.65926e-05
1 0.7 8.13221e-05 6.8998e-05
1.06333 0.7 6.24408e-05 5.43651e-05
1.13066 0.7 4.7425e-05 4.23288e-05
1.20226 0.7 3.56039e-05 3.25436e-05
1.2784 0.7 2.63993e-05 2.46874e-05
1.35936 0.7 1.93163e-05 1.8463e-05
1.44544 0.7 1.39347e-05 1.3601e-05
1.53697 0.7 9.90144e-06 9.85993e-06
1.63431 0.7 6.92282e-06 7.02714e-06
1.7378 0.7 4.75753e-06 4.91844e-06
1.84785 0.7 3.20992e-06 3.37701e-06
1.96487 0.7 2.12368e-06 2.27182e-06
2.0893 0.7 1.37596e-06 1.49554e-06
2.2216 0.7 8.71844e-07 9.62101e-07
2.36229 0.7 5.39457e-07 6.03969e-07
2.51189 0.7 3.25448e-07 3.69416e-07
2.67096 0.7 1.91115e-07 2.19794e-07
2.8401 0.7 1.09052e-07 1.26988e-07
3.01995 0.7 6.0351e-08 7.11143e-08
3.21119 0.7 3.23287e-08 3.85254e-08
3.41455 0.7 1.67274e-08 2.01478e-08
3.63078 0.7 8.34123e-09 1.01493e-08
3.86071 0.7 3.99909e-09 4.91302e-09
4.10519 0.7 1.83875e-09 2.27969e-09
4.36516 0.7 8.08622e-10 1.01125e-09
4.64159 0.7 3.39148e-10 4.27627e-10
4.93552 0.7 1.35249e-10 1.71865e-10
5.24807 0.7 5.11185e-11 6.54377e-11
5.58042 0.7 1.82487e-11 2.35238e-11
5.93381 0.7 6.13069e-12 7.95519e-12
6.30957 0.7 1.93076e-12 2.52104e-12
6.70914 0.7 5.67674e-13 7.45614e-13
7.134 0.7 1.55138e-13 2.04907e-13
7.58578 0.7 3.92251e-14 5.20828e-14
8.06616 0.7 9.13031e-15 1.21838e-14
8.57696 0.7 1.94625e-15 2.60939e-15
9.12011 0.7 3.77807e-16 5.08796e-16
9.69765 0.7 6.63926e-17 8.9788e-17
10.3118 0.7 1.04954e-17 1.42502e-17
10.9648 0.7 1.48249e-18 2.02041e-18
11.6591 0.7 1.85776e-19 2.5408e-19
12.3975 0.7 2.04971e-20 2.8127e-20
13.1826 0.7 1.97512e-21 2.71887e-21
14.0174 0.7 1.64801e-22 2.27533e-22
14.905 0.7 1.17984e-23 1.63352e-23
15.8489 0.7 7.17743e-25 9.96356e-25
16.8526 0.7 3.67207e-26 5.11019e-26
17.9198 0.7 1.56272e-27 2.17984e-27
19.0546 0.7 5.46776e-29 7.64387e-29
20.2613 0.7 1.55348e-30 2.17628e-30
21.5443 0.7 3.53702e-32 4.96476e-32
22.9087 0.7 6.36373e-34 8.94902e-34
24.3594 0.7 8.91347e-36 1.25565e-35
25.902 0.7 9.56651e-38 1.34985e-37
27.5423 0.7 7.7358e-40 1.09323e-39
29.2864 0.7 4.62926e-42 6.55162e-42
31.1411 0.7 2.01136e-44 2.85051e-44
33.1131 0.7 6.21775e-47 8.8232e-47
35.2101 0.7 1.33837e-49 1.9015e-49
37.4398 0.7 1.96046e-52 2.78854e-52
39.8107 0.7 1.90719e-55 2.71569e-55
42.3318 0.7 1.20067e-58 1.7114e-58
45.0125 0.7 4.75859e-62 6.78922e-62
47.863 0.7 1.15299e-65 1.64648e-65
50.894 0.7 1.6555e-69 2.36607e-69
54.117 0.7 1.36269e-73 1.94913e-73
57.544 0.7 6.20763e-78 8.88581e-78
61.1881 0.7 1.50745e-82 2.15934e-82
65.0629 0.7 1.87519e-87 2.68789e-87
69.1831 0.7 1.14534e-92 1.64275e-92
73.5642 0.7 3.28356e-98 4.71234e-98
78.2228 0.7 4.21185e-104 6.04791e-104
83.1764 0.7 2.29721e-110 3.30035e-110
88.4437 0.7 5.04669e-117 7.254e-117
94.0445 0.7 4.2158e-124 6.06249e-124
100 0.7 1.25958e-131 1.81212e-131

1e-06 0.71 4.4071e+08 195083
1.06333e-06 0.71 3.8978e+08 172538
1.13066e-06 0.71 3.44736e+08 152599
1.20226e-06 0.71 3.04897e+08 134964
1.2784e-06 0.71 2.69662e+08 119367
1.35936e-06 0.71 2.38499e+08 105573
1.44544e-06 0.71 2.10937e+08 93372.6
1.53697e-06 0.71 1.8656e+08 82582.1
1.63431e-06 0.71 1.65001e+08 73038.7
1.7378e-06 0.71 1.45933e+08 64598.1
1.84785e-06 0.71 1.29068e+08 57132.9
1.96487e-06 0.71 1.14153e+08 50530.5
2.0893e-06 0.71 1.00961e+08 44691
2.2216e-06 0.71 8.92934e+07 39526.4
2.36229e-06 0.71 7.89744e+07 34958.6
2.51189e-06 0.71 6.98478e+07 30918.7
2.67096e-06 0.71 6.1776e+07 27345.6
2.8401e-06 0.71 5.46369e+07 24185.5
3.01995e-06 0.71 4.83229e+07 21390.6
3.21119e-06 0.71 4.27385e+07 18918.6
3.41455e-06 0.71 3.77995e+07 16732.3
3.63078e-06 0.71 3.34313e+07 14798.7
3.86071e-06 0.71 2.95678e+07 13088.5
4.10519e-06 0.71 2.61509e+07 11576
4.36516e-06 0.71 2.31288e+07 10238.3
4.64159e-06 0.71 2.04559e+07 9055.11
4.93552e-06 0.71 1.8092e+07 8008.69
5.24807e-06 0.71 1.60012e+07 7083.2
5.58042e-06 0.71 1.41521e+07 6264.66
5.93381e-06 0.71 1.25166e+07 5540.71
6.30957e-06 0.71 1.10701e+07 4900.43
6.70914e-06 0.71 9.79083e+06 4334.13
7.134e-06 0.71 8.65937e+06 3833.28
7.58578e-06 0.71 7.65866e+06 3390.31
8.06616e-06 0.71 6.7736e+06 2998.54
8.57696e-06 0.71 5.99082e+06 2652.03
9.12011e-06 0.71 5.2985e+06 2345.57
9.69765e-06 0.71 4.68619e+06 2074.53
1.03118e-05 0.71 4.14463e+06 1834.8
1.09648e-05 0.71 3.66567e+06 1622.78
1.16591e-05 0.71 3.24205e+06 1435.27
1.23975e-05 0.71 2.86739e+06 1269.42
1.31826e-05 0.71 2.53602e+06 1122.74
1.40174e-05 0.71 2.24295e+06 993.005
1.4905e-05 0.71 1.98375e+06 878.266
1.58489e-05 0.71 1.7545e+06 776.786
1.68526e-05 0.71 1.55174e+06 687.033
1.79198e-05 0.71 1.37242e+06 607.653
1.90546e-05 0.71 1.21382e+06 537.445
2.02613e-05 0.71 1.07354e+06 475.351
2.15443e-05 0.71 949481 420.433
2.29087e-05 0.71 839756 371.861
2.43594e-05 0.71 742710 328.901
2.5902e-05 0.71 656880 290.907
2.75423e-05 0.71 580969 257.302
2.92864e-05 0.71 513830 227.582
3.11411e-05 0.71 454450 201.295
3.31131e-05 0.71 401932 178.046
3.52101e-05 0.71 355484 157.484
3.74398e-05 0.71 314403 139.298
3.98107e-05 0.71 278069 123.213
4.23318e-05 0.71 245935 108.987
4.50125e-05 0.71 217513 96.4046
4.7863e-05 0.71 192377 85.2763
5.0894e-05 0.71 170145 75.4338
5.4117e-05 0.71 150483 66.7285
5.7544e-05 0.71 133092 59.0291
6.11881e-05 0.71 117712 52.2193
6.50629e-05 0.71 104109 46.1964
6.91831e-05 0.71 92077.4 40.8693
7.35642e-05 0.71 81436.6 36.1576
7.82228e-05 0.71 72025.5 31.9903
8.31764e-05 0.71 63702 28.3044
8.84437e-05 0.71 56340.3 25.0443
9.40445e-05 0.71 49829.5 22.1608
0.0001 0.71 44071 19.6104
0.000106333 0.71 38978 17.3546
0.000113066 0.71 34473.6 15.3593
0.000120226 0.71 30489.7 13.5944
0.00012784 0.71 26966.2 12.0334
0.000135936 0.71 23849.9 10.6526
0.000144544 0.71 21093.7 9.43119
0.000153697 0.71 18656 8.35081
0.000163431 0.71 16500.1 7.39513
0.00017378 0.71 14593.3 6.54976
0.000184785 0.71 12906.8 5.80193
0.000196487 0.71 11415.3 5.14039
0.00020893 0.71 10096.1 4.55515
0.00022216 0.71 8929.34 4.03741
0.000236229 0.71 7897.43 3.57936
0.000251189 0.71 6984.77 3.17411
0.000267096 0.71 6177.59 2.81555
0.00028401 0.71 5463.68 2.4983
0.000301995 0.71 4832.28 2.21757
0.000321119 0.71 4273.85 1.96916
0.000341455 0.71 3779.94 1.74932
0.000363078 0.71 3343.12 1.55475
0.000386071 0.71 2956.78 1.38254
0.000410519 0.71 2615.08 1.2301
0.000436516 0.71 2312.87 1.09515
0.000464159 0.71 2045.59 0.975674
0.000493552 0.71 1809.19 0.869877
0.000524807 0.71 1600.11 0.776182
0.000558042 0.71 1415.2 0.693192
0.000593381 0.71 1251.65 0.619671
0.000630957 0.71 1107.01 0.554526
0.000670914 0.71 979.076 0.49679
0.0007134 0.71 865.93 0.445607
0.000758578 0.71 765.859 0.400222
0.000806616 0.71 677.353 0.359966
0.000857696 0.71 599.075 0.324247
0.000912011 0.71 529.843 0.292542
0.000969765 0.71 468.612 0.264388
0.00103118 0.71 414.457 0.239375
0.00109648 0.71 366.56 0.217143
0.00116591 0.71 324.199 0.19737
0.00123975 0.71 286.732 0.179774
0.00131826 0.71 253.596 0.164105
0.00140174 0.71 224.289 0.150139
0.0014905 0.71 198.369 0.137683
0.00158489 0.71 175.444 0.126562
0.00168526 0.71 155.168 0.116624
0.00179198 0.71 137.236 0.107732
0.00190546 0.71 121.376 0.0997669
0.00202613 0.71 107.348 0.092623
0.00215443 0.71 94.9423 0.0862062
0.00229087 0.71 83.9698 0.0804336
0.00243594 0.71 74.2654 0.0752319
0.0025902 0.71 65.6824 0.0705363
0.00275423 0.71 58.0913 0.0662893
0.00292864 0.71 51.3775 0.0624402
0.00311411 0.71 45.4396 0.0589441
0.00331131 0.71 40.1878 0.0557614
0.00352101 0.71 35.543 0.052857
0.00374398 0.71 31.435 0.0501997
0.00398107 0.71 27.8017 0.0477622
0.00423318 0.71 24.5883 0.0455201
0.00450125 0.71 21.7462 0.043452
0.0047863 0.71 19.2326 0.0415389
0.0050894 0.71 17.0095 0.039764
0.0054117 0.71 15.0433 0.0381124
0.0057544 0.71 13.3043 0.036571
0.00611881 0.71 11.7663 0.0351281
0.00650629 0.71 10.4061 0.0337735
0.00691831 0.71 9.203 0.0324981
0.00735642 0.71 8.13897 0.0312939
0.00782228 0.71 7.19792 0.0301537
0.00831764 0.71 6.36562 0.0290712
0.00884437 0.71 5.62952 0.028041
0.00940445 0.71 4.97849 0.027058
0.01 0.71 4.40269 0.0261179
0.0106333 0.71 3.89345 0.0252169
0.0113066 0.71 3.44306 0.0243515
0.0120226 0.71 3.04473 0.0235188
0.012784 0.71 2.69244 0.0227162
0.0135936 0.71 2.38086 0.0219411
0.0144544 0.71 2.1053 0.0211917
0.0153697 0.71 1.86159 0.020466
0.0163431 0.71 1.64605 0.0197624
0.017378 0.71 1.45542 0.0190794
0.0184785 0.71 1.28683 0.0184159
0.0196487 0.71 1.13773 0.0177706
0.020893 0.71 1.00587 0.0171427
0.022216 0.71 0.889254 0.0165311
0.0236229 0.71 0.786119 0.0159352
0.0251189 0.71 0.69491 0.0153542
0.0267096 0.71 0.614247 0.0147876
0.028401 0.71 0.542913 0.0142348
0.0301995 0.71 0.479828 0.0136954
0.0321119 0.71 0.424041 0.0131689
0.0341455 0.71 0.374707 0.012655
0.0363078 0.71 0.331081 0.0121533
0.0386071 0.71 0.292502 0.0116636
0.0410519 0.71 0.258389 0.0111857
0.0436516 0.71 0.228225 0.0107192
0.0464159 0.71 0.201552 0.0102641
0.0493552 0.71 0.177969 0.00982014
0.0524807 0.71 0.157118 0.00938717
0.0558042 0.71 0.138683 0.00896509
0.0593381 0.71 0.122385 0.00855378
0.0630957 0.71 0.107977 0.00815314
0.0670914 0.71 0.0952407 0.0077631
0.07134 0.71 0.0839829 0.00738357
0.0758578 0.71 0.0740327 0.0070145
0.0806616 0.71 0.065239 0.00665584
0.0857696 0.71 0.0574682 0.00630753
0.0912011 0.71 0.050602 0.00596953
0.0969765 0.71 0.044536 0.00564182
0.103118 0.71 0.0391777 0.00532434
0.109648 0.71 0.0344453 0.00501709
0.116591 0.71 0.0302664 0.00472002
0.123975 0.71 0.0265772 0.00443311
0.131826 0.71 0.0233209 0.00415633
0.140174 0.71 0.0204476 0.00388965
0.14905 0.71 0.0179131 0.00363305
0.158489 0.71 0.0156781 0.00338649
0.168526 0.71 0.013708 0.00314993
0.179198 0.71 0.0119722 0.00292333
0.190546 0.71 0.0104436 0.00270664
0.202613 0.71 0.00909821 0.0024998
0.215443 0.71 0.00791482 0.00230274
0.229087 0.71 0.00687467 0.0021154
0.243594 0.71 0.00596114 0.00193768
0.25902 0.71 0.00515955 0.00176949
0.275423 0.71 0.00445689 0.00161071
0.292864 0.71 0.00384164 0.00146122
0.311411 0.71 0.00330361 0.00132087
0.331131 0.71 0.00283377 0.00118951
0.352101 0.71 0.00242413 0.00106695
0.374398 0.71 0.00206759 0.000953009
0.398107 0.71 0.00175788 0.00084746
0.423318 0.71 0.00148943 0.000750072
0.450125 0.71 0.0012573 0.00066059
0.47863 0.71 0.00105711 0.000578739
0.50894 0.71 0.000884978 0.000504223
0.54117 0.71 0.000737445 0.00043673
0.57544 0.71 0.000611447 0.000375927
0.611881 0.71 0.000504265 0.000321468
0.650629 0.71 0.00041348 0.000272989
0.691831 0.71 0.000336946 0.000230116
0.735642 0.71 0.00027276 0.000192466
0.782228 0.71 0.000219232 0.000159647
0.831764 0.71 0.000174867 0.000131266
0.884437 0.71 0.000138342 0.000106931
0.940445 0.71 0.00010849 8.62504e-05
1 0.71 8.42839e-05 6.88449e-05
1.06333 0.71 6.48236e-05 5.43447e-05
1.13066 0.71 4.93232e-05 4.23958e-05
1.20226 0.71 3.71e-05 3.2663e-05
1.2784 0.71 2.75651e-05 2.48326e-05
1.35936 0.71 2.02135e-05 1.86152e-05
1.44544 0.71 1.46161e-05 1.37472e-05
1.53697 0.71 1.04116e-05 9.99225e-06
1.63431 0.71 7.2989e-06 7.14143e-06
1.7378 0.71 5.03026e-06 5.01334e-06
1.84785 0.71 3.40424e-06 3.45306e-06
1.96487 0.71 2.25954e-06 2.3308e-06
2.0893 0.71 1.46903e-06 1.53985e-06
2.2216 0.71 9.34245e-07 9.94371e-07
2.36229 0.71 5.80335e-07 6.26746e-07
2.51189 0.71 3.51572e-07 3.84991e-07
2.67096 0.71 2.07376e-07 2.30105e-07
2.8401 0.71 1.18892e-07 1.3359e-07
3.01995 0.71 6.6129e-08 7.51966e-08
3.21119 0.71 3.56145e-08 4.096e-08
3.41455 0.71 1.85331e-08 2.15457e-08
3.63078 0.71 9.29806e-09 1.09206e-08
3.86071 0.71 4.48679e-09 5.32118e-09
4.10519 0.71 2.07725e-09 2.48634e-09
4.36516 0.71 9.20233e-10 1.11112e-09
4.64159 0.71 3.88983e-10 4.73575e-10
4.93552 0.71 1.56416e-10 1.91931e-10
5.24807 0.71 5.96436e-11 7.37315e-11
5.58042 0.71 2.14931e-11 2.67573e-11
5.93381 0.71 7.29326e-12 9.14017e-12
6.30957 0.71 2.32146e-12 2.92772e-12
6.70914 0.71 6.90315e-13 8.75793e-13
7.134 0.71 1.90939e-13 2.4361e-13
7.58578 0.71 4.88993e-14 6.27212e-14
8.06616 0.71 1.15382e-14 1.48743e-14
8.57696 0.71 2.49542e-15 3.23225e-15
9.12011 0.71 4.91936e-16 6.40058e-16
9.69765 0.71 8.7877e-17 1.14823e-16
10.3118 0.71 1.4136e-17 1.85446e-17
10.9648 0.71 2.03407e-18 2.67855e-18
11.6591 0.71 2.59972e-19 3.43564e-19
12.3975 0.71 2.9291e-20 3.88399e-20
13.1826 0.71 2.88614e-21 3.83919e-21
14.0174 0.71 2.46592e-22 3.29005e-22
14.905 0.71 1.81048e-23 2.42239e-23
15.8489 0.71 1.13131e-24 1.51771e-24
16.8526 0.71 5.95536e-26 8.00949e-26
17.9198 0.71 2.61244e-27 3.52185e-27
19.0546 0.71 9.4401e-29 1.27547e-28
20.2613 0.71 2.77564e-30 3.75811e-30
21.5443 0.71 6.55434e-32 8.89194e-32
22.9087 0.71 1.22586e-33 1.66617e-33
24.3594 0.71 1.78928e-35 2.43625e-35
25.902 0.71 2.00643e-37 2.73644e-37
27.5423 0.71 1.69989e-39 2.32199e-39
29.2864 0.71 1.06894e-41 1.46229e-41
31.1411 0.71 4.89581e-44 6.70662e-44
33.1131 0.71 1.6007e-46 2.1956e-46
35.2101 0.71 3.65708e-49 5.02241e-49
37.4398 0.71 5.70743e-52 7.84731e-52
39.8107 0.71 5.9394e-55 8.17515e-55
